Title,Review,Rating
Parabajava,"2022 vintageWhen I first tride OG Parabola I quite enjoyed it, but honestly had higher expectations. And I think coffee would improve upon the base beer, so I’m hopeful for this one. Let’s crack open this legendary variant of a legendary beer and see what it’s all aboutPours a very dark brown with 2 fingers of frothy tan head that slowly fades to a thin cap and leaves decent lacingIt’s definitely punchy in the nose, somewhere between roasty and bitter white still presenting a nice sweetness. I’m picking up on aromas of cacao nib, earthy hops, roasted espresso, molasses, burnt toast, toasted oak, vanilla, light brown sugar, and tobaccoIt trends much more bitter in taste, but that underlying sweetness helps things from getting out of hand. On the front end of the sip I’m tasting molasses, earthy hops, cacao nib, dark roast coffee, plum, rye toast, burnt caramel, light vanilla, and brown sugar. The swallow brings notes of cacao nib, dark roast coffee, burnt toast, toasted oak, black cherry, caramel, earthy hops, light plum, and molassesA medium body pairs with gentle carbonation, resulting in a smooth beer. Finishes dry and roastyYeah, this is definitely better than the original, the coffee is just the kick it needs. Maybe I’ll get to try some other variants some day",4.68
Parabajava,"Look - love the thick blackness with a nice thick tan head great rimming and lacingSmell -roasted malt and coffee, barrel slight dark fruitTaste -roasted malt coffee dark chocolate barrel, slightly bitterFeel -creamy full body light carbOverall - pretty great",4.27
Parabajava,"Aroma is boozy bourbon with a bit of classic chocolaty stout -- jammy molasses and plum. Body is strong with bourbon followed shortly by roasty coffee, and the two combine to make something like a mounds bar with a swig of strong black coffee. One of the best examples of a good barrel aged stout out there.",4.78
Parabajava,04/27/23 bottle @ home,4.5
Parabajava,"Pitch black pour with a full brown head. The nose is great: espresso added to usual parabola, but the barrel not cut at all. Taste is coffee and chocolate forward, barrel is rustic, roasted malt parabola base is still great. Body is a touch thinner but still earthy, rustic, and boozy with roast. This is well done but I like the original best still",4.69
Parabajava,"2022 version poured cellar temp to a mug. Base Parabola has always been excellent. This coffee version is good, with a new profile to the base. Gone is the bright, complex, woody bourbon up front. That has been replaced with a milder, more chocolate front. The middle is “Parabola” in body and flavor. The coffee comes into play as a mouthfeel factor and an end-sip lingering dirty cup of Joe. It’s a decent coffee flavor. It’s slightly odd to me that it comes into focus so late in the flavor. No alcohol burn, and really not much warming as one might expect from this big ABV bomb. For my money, I’d stick with base Parabola or the Anniversary offerings.",4.51
Parabajava,"i has this once years ago… 2016 or 2017 in a 22oz bomber split with a friend but haven’t had it since. glad to finally revisit. this is a 2022 vintage poured from a 12oz bottle into a TG MD snifter. pours light brown but gathers in the glass a shiny dark brown to almost black with a thin mocha brown foam cap that settles into a thin collar around the rim of the glass. bourbon barrel and coffee on the nose for a beautiful mix of aromas plus some chocolate from the base stout and oak. taste follows and to me, is even better than the nose. the coffee is present but there’s still tons of barrel and i get a lot of good, rich chocolate notes from the base beer. medium-full mouthfeel bordering on full but it’s just a touch too carbonated for me. it’s still very sticky and mouth-coating and one could argue the carbonation makes it a little easier drinking. incredible barrel-aged imperial coffee stout!",4.45
Parabajava,"Poured at fridge temp. Pours jet black with a thin (half inch) layer of light brown head. Tiny bubbles rising throughout the glass. The nose is fantastic. Intense coffee, but a really nice coffee smell. Not cheap stale coffee grounds. This is a fresh coffee smell. I roast my own beans, and this is like dipping my nose in the beans a few hours after roasting. Lovely. Other smells of chocolate, vanilla, toffee, malts, burnt wood, and some brown sugar.The taste is absolutely insane. One of the best tastes from a coffee stout. Again, the coffee is front and center. A lovely fresh coffee taste. Not overly bitter at all. Dark chocolate, vanilla, marmalade, brown sugar, a touch of maple, walnuts, and salted caramel. The barrel comes through here for sure, but definitely complimentary rather than dominant.The mouthfeel is thick and robust. The alcohol is there on the swallow, but definitely doesn't drink like it's 13.8% ABV! Overall, one of the best coffee stouts I have ever had.",4.49
Parabajava,"L: Dark jet black poured on draft into a 3oz sampler. Not a ounce of light can be seen aside from looking at the very top. Looks not to heavy not to thin somewhere in the middle.S: Heavy toasty coffee notes on the inside. Dark chocolate followed by it, can’t smell the bourbon at all in this one.T: Dark rich malts, on the sweeter side, big coffee here mixed in with chocolate. Not getting much cherry in this one as it’s very covered by the malty coffee chocolatiness. Getting some molasses, the dark cherry comes more in the after taste the more I sip and let it sit.F: Medium to heavy bodied, tastes are on the thicker side - oily.O: This actually was an amazing beer. Probably the best I’ve tried by Firestone Walker by far.",4.37
Parabajava,"Just scored a little stash of the 2022 release. Cap released without a hiss (despite a few days being jostled in the FedEx truck and handoffs). Pour issued a slight capper which receded into a persistent, gurgly ring at the fill line. Nose is of coffee right at the forefront, some nuances that might have me recalling oatmeal stouts (or caramel corn); no noticeable barrel burn. Taste is coffee-bitter, sweet, tangy, a titch of grapefruit-y hoppiness (should i gargle it?). Swallow is of strong bitter coffee, caramel sweetness, some ticklish carbonation, slight barrel presence.A very fine sample! i'll be dispensing the remaining vessels most judiciously...",4.13
Notorious Triple IPA,"draughtMedium orange, with amber highlights, for the look. Solid amount of toasted grain, caramel malt, tangerine peel, for the aroma. Lots of tangerine peel, caramel malt flavors. The extra malt, tames the hop bite, as usual.",3
Notorious Triple IPA,"Hoppy and piney, with bitter grapefruit that counterbalances the alcohol sweetness from the tripe IPA makes it surprisingly drinkable for 12% abv.",4.66
Notorious Triple IPA,"Poured into a Seattle Beer Week pint glass. Pours a medium coppery amber with a two finger white head with great retention and solid lacing. Aroma of caramel malt, citrus and piney hops, orange, mild mixed tropical fruit and pine;a touch of green onion. Flavor is lightly caramel malt, citrus and piney hops, tangerine, grapefruit, pineapple, mixed tropical fruit and pine needles. Medium bodied with light to moderate creaminess. So great to find an traditional triple IPA with real malt flavor, lots of fruit and pine and substantial bitterness in the finish. I was struck but the mild sweetness of this one, but with all the mixed fruit it fit perfectly. Some hotness, but plenty of flavor to cover the ABV well. Boneyard has always pleased with IPAs and I'm not sure why I've never seen this one in my area before. I'll be looking for it in the future. Excellent.",4.59
Notorious Triple IPA,"Look: Nearly clear rich orange with a reddish hue and the pour yields a thick pure white head that pillows up and slowly recedes, leaving great lacing behindAroma: I could smell it before I got close to the glass. Sweet orange, peach, strawberries, pine sap, cantaloupe, a little Cannabis, rich honey-like sweetness, ruby-red grapefruit, Hawaiian bread, tangerine, and an ever-so-slight ethanol waftTaste: Whoa. A huge rush of mixed citrus fruits storm onto the palate as honey-like sweetness and berries start to mix in. Pine and dank herb appear from time to time and malt sweetness is ever-present and closes with a big hop bite and alcohol heatMouthfeel: Full, slick, slightly cloying but far from palate-taxing, and decently dry on the finish along with some alcohol heatOverall: This is a big-time beer and a good one at that. This was my first time with this beer in years and was pumped when I saw they had finally canned it (or packaged it at all) but glad it’s not around often as it’s a huge Triple IPA and it shows. Tons of hops, tons of malt sweetness, boozy, and unabashedly so - you know it’s big but doesn’t drink like it’s 11.5%. A well done and tasty IIIPA. Recommended.",4.54
Notorious Triple IPA,"Growler filled 10 days ago in Portland and arrived in MA.Not filled super high on the neck, but carb was super solid.Really great Old Money beer. Super solid TIPA from back in the day. No haze at all, super clear. Super tasty. Seek it out!",4.87
Notorious Triple IPA,On tap at Edison City ale house.,4.25
Notorious Triple IPA,"Wow. Usually double IPAs are too strong for me. This is a triple IPA. And yet it is delicious! It is incredibly strong, but you have to expect that. It's like drinking port, if port was really really good and tasted like an excellent IPA.",4.47
JJJuiceee Machine,"A - Pours a deep orange with a two finger creamy white head. Nice amount of soapy lacing.S - Aroma is mango, orange, cantaloupe, grapefruit and catty hops.T - The taste is mango, orange, cantaloupe, honeydew, lime and a piney bitter finish.M - Medium body with medium carbonation. Creamy mouthfeel with a soft crisp finish.O - Another Tree House banger.",4.68
JJJuiceee Machine,"Mine says 8.2% ABV, es machts nichtsPours a super hazed gold/homey color with one finger of eggshell colored head. Sheets of lacing & good head retentionS: Oranges, peaches, guavaT: Follows the nose, papaya, green melon, dryness & cantaloupe up front, just a touch of grapefruit. Papaya, green melon, tangerine as this beer warms up, a little bit of cherry lime-aid as well, Finishes dry with some tang orange notes, pineapple, more cherry lime-aid & kiwi fruitMF: Medium body, fairly soft carbonation, great juiciness/balance, some acidic notesThis totally brings the flavor & the juice. So thrilled to have the chance to try it",4.53
